,Employers,City,State,Jobs,Links
517,Plaid,San Francisco,CA,Data Scientist - Machine Learning,https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=1091461&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_b6111ef0&cb=1604353298810&jobListingId=3681646100
518,Geli,San Francisco,CA,"Data Scientist, Forecasting",https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=1091461&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_78d2a330&cb=1604353298810&jobListingId=3663506438
519,Twitter,San Francisco,CA,Product Data Scientist - Ads Data Science,https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=4134&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_e14dbc35&cb=1604353298811&jobListingId=3644159965
520,Charles River Laboratories,San Francisco,CA,"Research Scientist 2, In-Vivo",https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=1044074&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_c6ffde1c&cb=1604353298814&jobListingId=3652682122
521,Google,San Francisco,CA,"Data Scientist, Engineering",https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=37049&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_0e8915b4&cb=1604353298814&jobListingId=3402525390
522,DoorDash,San Francisco,CA,"Data Scientist, Analytics",https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=900677&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_f41b8ef2&cb=1604353298815&jobListingId=3562114563
523,PicnicHealth,San Francisco,CA,Data Scientist (Generalist),https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=1069584&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_7ac4eb7f&cb=1604353298817&jobListingId=3671475480
524,CareDx,San Francisco,CA,Staff Scientist/Sr. Staff Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=956372&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_244b4347&cb=1604353298817&jobListingId=3361417737
525,Phantom AI,San Francisco,CA,Data Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=1012587&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_42c4de9e&cb=1604353298817&jobListingId=3594576485
526,Faire,San Francisco,CA,Lead Data Scientist - Ranking,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=1091777&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_ec33c7a7&cb=1604353298817&jobListingId=3620031102
527,Wish,San Francisco,CA,"Sr. Data Scientist, Consumer Behavior",https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=1028788&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_4e8d5b54&cb=1604353298818&jobListingId=3642955837
528,Stitch Fix,San Francisco,CA,Data Scientist - Shop Recommendations,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=8095&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_2f6aaca4&cb=1604353298819&jobListingId=3606761433
529,CircleUp,San Francisco,CA,Machine Learning Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=1077439&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_5cc622b5&cb=1604353298820&jobListingId=3612552719
530,VIEWS,San Francisco,CA,Remote Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=60007&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_a362b534&cb=1604353298820&jobListingId=3697056924
531,Levi Strauss,San Francisco,CA,Data Scientist II,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=133928&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_0b3decf8&cb=1604353298822&jobListingId=3693615142
532,Natera,San Francisco,CA,"Clinical Data Manager (San Carlos, CA or Remote)",https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=883352&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c7af3b8&cb=1604353298822&jobListingId=3636956222
533,Facebook,San Francisco,CA,"Data Scientist, Product Analytics",https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=1044074&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_3420a84b&cb=1604353298822&jobListingId=3721532422
534,Twitch,San Francisco,CA,"Data Scientist, Marketing",https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=8095&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_04aa178f&cb=1604353298825&jobListingId=3640120305
535,Medium,San Francisco,CA,Data Analytics Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1091461&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_b0bb44d9&cb=1604353298826&jobListingId=3681174393
536,SoFi,San Francisco,CA,Marketing Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=1091461&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_832b1a16&cb=1604353298826&jobListingId=3663508064
537,Eaze,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=148364&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_863fcfbb&cb=1604353298826&jobListingId=3697785374
538,Bayer,San Francisco,CA,Data Scientist - Intermediate,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=1091461&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_653bda44&cb=1604353298826&jobListingId=3717259341
539,DoorDash,San Francisco,CA,"Data Scientist, Business Operations Analytics",https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=900677&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_f56c1908&cb=1604353298827&jobListingId=3724942241
540,Ab Studio Inc.,San Francisco,CA,Associate Scientist on Molecular Biology and Biochemistry,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=1044077&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_15138d6b&cb=1604353298827&jobListingId=3709183664
541,Notion,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=1091461&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_af349ba2&cb=1604353298829&jobListingId=3726212300
542,Datatron Technologies,San Francisco,CA,Data Scientist/ML Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=8095&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_471a4b5b&cb=1604353298829&jobListingId=3341066232
543,Square,San Francisco,CA,"Data Scientist, Point of Sale & Customers",https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=52448&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_33438049&cb=1604353298829&jobListingId=3711272428
544,Asana,San Francisco,CA,Intern: Data Science (Summer 2021),https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=134935&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c5d41843&cb=1604353298829&jobListingId=3708529704
545,Pinterest,San Francisco,CA,"Data Scientist, Creator Content",https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=1091461&s=58&guid=000001758ae88fb6a4465ef8a37d17f8&src=GD_JOB_AD&t=SR&vt=w&cs=1_4dc2ea09&cb=1604353298830&jobListingId=3663490763
546,Snowflake,San Francisco,CA,Senior Data Scientist - Security,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=8095&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_816327a0&cb=1604353316159&jobListingId=3641052361
547,Adobe,San Francisco,CA,Marketing Data Scientist – Customer Analytics,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_cdade598&cb=1604353316159&jobListingId=3698290422
548,Roblox,San Francisco,CA,Data Scientist - Discovery,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_22a6ce01&cb=1604353316161&jobListingId=3726204301
549,States Title,San Francisco,CA,Data Scientist (Natural Language Processing),https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=1127226&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cf0d5ef6&cb=1604353316162&jobListingId=3582362706
550,"Rodan and Fields, LLC",San Francisco,CA,Business Intelligence Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=1093009&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ebf1e3e&cb=1604353316164&jobListingId=3674743814
551,Pinterest,San Francisco,CA,"Data Scientist, Growth",https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_5c64c893&cb=1604353316165&jobListingId=3694314125
552,Pinterest,San Francisco,CA,"Data Analyst, Marketing",https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_1a822d08&cb=1604353316166&jobListingId=3719694243
553,Senti Biosciences,San Francisco,CA,"Scientist, Immune CAR Cell Therapy",https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=1130154&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_64322ffd&cb=1604353316166&jobListingId=3689328437
554,Shogun,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=4120&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_e4f4c544&cb=1604353316166&jobListingId=3688147288
555,Opendoor,San Francisco,CA,Staff Data Scientist - Pricing,https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=335193&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_a6c91d63&cb=1604353316167&jobListingId=3723591455
556,Twitch,San Francisco,CA,Data Scientist - Marketing,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_485a7d2d&cb=1604353316168&jobListingId=3663509781
557,Xoom,San Francisco,CA,Data Scientist 2,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_66be1fae&cb=1604353316169&jobListingId=3705605523
558,Splunk,San Francisco,CA,Data Scientist - Global Business Operations,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=4128&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_5c9bd8e8&cb=1604353316169&jobListingId=3625954042
559,Opendoor,San Francisco,CA,Senior Data Scientist - Homes,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=335193&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_b1ffbab5&cb=1604353316170&jobListingId=3723591293
560,"Alto Neuroscience, Inc",San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=1044077&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1751485a&cb=1604353316170&jobListingId=3708989394
561,Twitter,San Francisco,CA,Staff Data Scientist - Interests,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=4134&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_82437604&cb=1604353316171&jobListingId=3720142885
562,Arsenal Biosciences,San Francisco,CA,Scientist - In vivo Translational Immunology,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=1070179&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_cf4e307c&cb=1604353316171&jobListingId=3681266333
563,Gusto,San Francisco,CA,"Data Scientist, Product Analytics",https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=8095&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_955f5630&cb=1604353316172&jobListingId=3708669565
564,Splunk,San Francisco,CA,ML / Data Science Intern,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=4128&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_ea64d67d&cb=1604353316173&jobListingId=3673008071
565,Sony PlayStation,San Francisco,CA,Machine Learning Engineer Intern,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=8095&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_88f4897f&cb=1604353316173&jobListingId=3701727746
566,CIA,San Francisco,CA,Data Scientist - Relocate to Washington D.C.,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=4120&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_c6a959f5&cb=1604353316173&jobListingId=3357284812
567,Primer Ai,San Francisco,CA,Data Scientist (Services),https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=926247&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_e6632787&cb=1604353316174&jobListingId=3649173313
568,Avila Trading,San Francisco,CA,Data scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_d6a679ed&cb=1604353316177&jobListingId=3663495290
569,Metabiota,San Francisco,CA,Data Scientist - Infectious Disease Modeler,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9cffd983&cb=1604353316175&jobListingId=3688175714
570,Roblox,San Francisco,CA,"Data Scientist, International Growth",https://www.glassdoor.com/partner/jobListing.htm?pos=425&ao=8095&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1ec9809b&cb=1604353316176&jobListingId=3710739597
571,Google,San Francisco,CA,"Product Analyst, Data Science",https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=37049&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_756af0ee&cb=1604353316176&jobListingId=3402525450
572,Potrero Medical Inc.,San Francisco,CA,Jr. Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_7176dc84&cb=1604353316177&jobListingId=3694825809
573,Atlassian,San Francisco,CA,Sr. Marketing Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_60fc7944&cb=1604353316178&jobListingId=3663497210
574,Smule,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=1091461&s=58&guid=000001758ae8d3508a8b3f892308d572&src=GD_JOB_AD&t=SR&vt=w&cs=1_bfc136dd&cb=1604353316179&jobListingId=3663502679
575,Nextdoor,San Francisco,CA,Data Science Manager - Engagement,https://www.glassdoor.com/partner/jobListing.htm?pos=501&ao=1065756&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ae1bcaa7&cb=1604353336189&jobListingId=3635666411
576,Tapjoy,San Francisco,CA,Senior Machine Learning Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=502&ao=929289&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_a1e2eb8b&cb=1604353336190&jobListingId=3714096429
577,Facebook,San Francisco,CA,"Data Scientist, Analytics - Instagram Ecosystems",https://www.glassdoor.com/partner/jobListing.htm?pos=503&ao=132920&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_6f0ec9a6&cb=1604353336191&jobListingId=3699328496
578,Blue Owl,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=504&ao=1044074&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_d457e8b1&cb=1604353336192&jobListingId=3625815744
579,Slalom LLC.,San Francisco,CA,Data & Analytics- Data Engineer,https://www.glassdoor.com/partner/jobListing.htm?pos=505&ao=4470&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_44021790&cb=1604353336193&jobListingId=2915462215
580,Facebook,San Francisco,CA,"Data Scientist, Analytics - Family Ecosystems",https://www.glassdoor.com/partner/jobListing.htm?pos=506&ao=132920&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_ea754876&cb=1604353336194&jobListingId=3692438273
581,Finrise,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=1091461&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_51ea70c5&cb=1604353336195&jobListingId=3663457013
582,Federal Reserve Bank of San Francisco,San Francisco,CA,"Risk Specialist, Data Science - Suptech",https://www.glassdoor.com/partner/jobListing.htm?pos=508&ao=322292&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_2b0e6fb3&cb=1604353336195&jobListingId=3689091748
583,Twitter,San Francisco,CA,Staff Data Scientist- Consumer Product- Health Team,https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=4134&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_bb3c99ed&cb=1604353336195&jobListingId=3644264751
584,Avani Technology Solutions,San Francisco,CA,JPSC-6409 - Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=510&ao=4120&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_8c6801c4&cb=1604353336195&jobListingId=3574949136
585,Deep Labs,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=511&ao=66506&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_14daed74&cb=1604353336196&jobListingId=3723633185
586,Aible,San Francisco,CA,Data Science,https://www.glassdoor.com/partner/jobListing.htm?pos=512&ao=148364&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_0b22fe80&cb=1604353336197&jobListingId=3307089237
587,Retool,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=513&ao=148364&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_eff387cc&cb=1604353336198&jobListingId=3715928315
588,Foresite Labs,San Francisco,CA,Biological Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=514&ao=8095&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_56d8d778&cb=1604353336206&jobListingId=3365469022
589,Stitch Fix,San Francisco,CA,Data Scientist - Operations,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=4120&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_2abdb166&cb=1604353336198&jobListingId=3612448060
590,Noah,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=8095&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_41f5ccb6&cb=1604353336199&jobListingId=3676878330
591,Salesforce,San Francisco,CA,"Data Science Engineering, Machine Learning",https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=133319&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_5cb481fc&cb=1604353336199&jobListingId=3513573545
592,Instacart,San Francisco,CA,"Software Engineer, Data",https://www.glassdoor.com/partner/jobListing.htm?pos=518&ao=136360&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_82c211f5&cb=1604353336200&jobListingId=3644271476
593,Whisper.ai,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=1091461&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_81e16c2b&cb=1604353336200&jobListingId=3688177827
594,Pivot Bio,San Francisco,CA,Data Scientist/Sr. Scientist - Fermentation,https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=8095&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_62b5372b&cb=1604353336201&jobListingId=3646931316
595,Notion,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=975107&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_f91f61b2&cb=1604353336201&jobListingId=3674900305
596,Facebook,San Francisco,CA,"Data Scientist, Legal",https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=132920&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_bd9f7100&cb=1604353336202&jobListingId=3683117334
597,C3.ai,San Francisco,CA,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=952139&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_c29c4bc2&cb=1604353336202&jobListingId=3595748965
598,Flexport,San Francisco,CA,"(All Levels) Applied Data Scientist, Optimization",https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=8095&s=58&guid=000001758ae921589bfab120d5a76ed3&src=GD_JOB_AD&t=SR&vt=w&cs=1_06e57ea8&cb=1604353336203&jobListingId=3684314448
